"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","SOLAR(MW)","TCL(MW)"
"USEP","01-Jan-2024","1","107.78","0.00","5520.835","-","0.000"
"USEP","01-Jan-2024","2","107.98","0.00","5444.307","-","0.000"
"USEP","01-Jan-2024","3","107.89","0.00","5352.163","-","0.000"
"USEP","01-Jan-2024","4","107.96","0.00","5338.237","-","0.000"
"USEP","01-Jan-2024","5","107.96","0.00","5321.767","-","0.000"
"USEP","01-Jan-2024","6","107.87","0.00","5283.657","-","0.000"
"USEP","01-Jan-2024","7","107.86","0.00","5234.016","-","0.000"
"USEP","01-Jan-2024","8","104.60","0.00","5194.092","-","0.000"
"USEP","01-Jan-2024","9","97.78","0.00","5177.329","-","0.000"
"USEP","01-Jan-2024","10","96.99","0.00","5180.897","-","0.000"
"USEP","01-Jan-2024","11","97.08","0.00","5205.658","-","0.000"
"USEP","01-Jan-2024","12","97.77","0.00","5264.090","-","0.000"
"USEP","01-Jan-2024","13","97.81","0.00","5332.899","-","0.000"
"USEP","01-Jan-2024","14","97.82","0.00","5377.987","-","0.000"
"USEP","01-Jan-2024","15","98.34","0.00","5410.844","-","0.000"
"USEP","01-Jan-2024","16","98.35","0.00","5473.446","-","0.000"
"USEP","01-Jan-2024","17","99.04","0.00","5568.110","-","0.000"
"USEP","01-Jan-2024","18","91.68","0.00","5625.956","-","0.000"
"USEP","01-Jan-2024","19","90.51","0.00","5657.008","-","0.000"
"USEP","01-Jan-2024","20","101.55","0.00","5717.463","-","0.000"
"USEP","01-Jan-2024","21","99.11","0.00","5720.400","-","0.000"
"USEP","01-Jan-2024","22","100.26","0.00","5745.449","-","0.000"
"USEP","01-Jan-2024","23","100.48","0.00","5793.231","-","0.000"
"USEP","01-Jan-2024","24","100.78","0.00","5818.876","-","0.000"
"USEP","01-Jan-2024","25","100.48","0.00","5803.380","-","0.000"
"USEP","01-Jan-2024","26","101.24","0.00","5815.442","-","0.000"
"USEP","01-Jan-2024","27","101.80","0.00","5854.257","-","0.000"
"USEP","01-Jan-2024","28","101.78","0.00","5880.643","-","0.000"
"USEP","01-Jan-2024","29","103.19","0.00","5920.796","-","0.000"
"USEP","01-Jan-2024","30","104.67","0.00","5945.189","-","0.000"
"USEP","01-Jan-2024","31","104.67","0.00","5960.829","-","0.000"
"USEP","01-Jan-2024","32","106.96","0.00","5959.636","-","0.000"
"USEP","01-Jan-2024","33","103.94","0.00","5914.519","-","0.000"
"USEP","01-Jan-2024","34","104.68","0.00","5957.290","-","0.000"
"USEP","01-Jan-2024","35","108.01","0.00","6011.558","-","0.000"
"USEP","01-Jan-2024","36","108.30","0.00","6072.093","-","0.000"
"USEP","01-Jan-2024","37","108.33","0.00","6107.663","-","0.000"
"USEP","01-Jan-2024","38","112.21","0.00","6175.856","-","0.000"
"USEP","01-Jan-2024","39","111.85","0.00","6212.505","-","0.000"
"USEP","01-Jan-2024","40","112.12","0.00","6226.918","-","0.000"
"USEP","01-Jan-2024","41","112.12","0.00","6215.805","-","0.000"
"USEP","01-Jan-2024","42","112.12","0.00","6211.710","-","0.000"
"USEP","01-Jan-2024","43","108.34","0.00","6168.809","-","0.000"
"USEP","01-Jan-2024","44","107.93","0.00","6079.205","-","0.000"
"USEP","01-Jan-2024","45","108.30","0.00","5957.365","-","0.000"
