"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","SOLAR(MW)","TCL(MW)"
"USEP","01-Sep-2024","1","103.95","0.00","6293.829","0.00","0.000"
"USEP","01-Sep-2024","2","100.80","0.00","6189.017","0.00","0.000"
"USEP","01-Sep-2024","3","100.46","0.00","6107.116","0.00","0.000"
"USEP","01-Sep-2024","4","96.05","0.00","6030.911","0.00","0.000"
"USEP","01-Sep-2024","5","95.77","0.00","5983.055","0.00","0.000"
"USEP","01-Sep-2024","6","95.61","0.00","5922.873","0.00","0.000"
"USEP","01-Sep-2024","7","94.88","0.00","5877.920","0.00","0.000"
"USEP","01-Sep-2024","8","92.00","0.00","5837.717","0.00","0.000"
"USEP","01-Sep-2024","9","92.68","0.00","5823.573","0.00","0.000"
"USEP","01-Sep-2024","10","91.94","0.00","5826.386","0.00","0.000"
"USEP","01-Sep-2024","11","91.99","0.00","5844.954","0.00","0.000"
"USEP","01-Sep-2024","12","93.73","0.00","5911.999","0.00","0.000"
"USEP","01-Sep-2024","13","92.60","0.00","5968.329","0.00","0.000"
"USEP","01-Sep-2024","14","93.74","0.00","6031.363","0.00","0.000"
"USEP","01-Sep-2024","15","93.70","0.00","6052.660","9.71","0.000"
"USEP","01-Sep-2024","16","96.24","0.00","6122.687","18.77","0.000"
"USEP","01-Sep-2024","17","100.30","0.00","6201.819","27.27","0.000"
"USEP","01-Sep-2024","18","95.61","0.00","6214.910","121.11","0.000"
"USEP","01-Sep-2024","19","91.79","0.00","6177.481","214.28","0.000"
"USEP","01-Sep-2024","20","87.46","0.00","6127.940","342.74","0.000"
"USEP","01-Sep-2024","21","86.96","0.00","6121.773","429.30","0.000"
"USEP","01-Sep-2024","22","81.18","0.00","6053.107","508.84","0.000"
"USEP","01-Sep-2024","23","78.56","0.00","6001.976","574.73","0.000"
"USEP","01-Sep-2024","24","71.20","0.00","5949.756","626.61","0.000"
"USEP","01-Sep-2024","25","78.56","0.00","5964.204","628.36","0.000"
"USEP","01-Sep-2024","26","71.29","0.00","5926.541","697.48","0.000"
"USEP","01-Sep-2024","27","78.56","0.00","5978.493","661.72","0.000"
"USEP","01-Sep-2024","28","70.01","0.00","5868.382","761.06","0.000"
"USEP","01-Sep-2024","29","71.18","0.00","5922.113","725.33","0.000"
"USEP","01-Sep-2024","30","75.53","0.00","5935.910","737.66","0.000"
"USEP","01-Sep-2024","31","80.46","0.00","5996.399","711.98","0.000"
"USEP","01-Sep-2024","32","87.84","0.00","6125.073","607.19","0.000"
"USEP","01-Sep-2024","33","87.84","0.00","6167.139","565.00","0.000"
"USEP","01-Sep-2024","34","88.74","0.00","6233.121","495.45","0.000"
"USEP","01-Sep-2024","35","92.05","0.00","6346.118","396.75","0.000"
"USEP","01-Sep-2024","36","125.51","0.00","6590.956","182.52","0.000"
"USEP","01-Sep-2024","37","130.38","0.00","6773.036","82.90","0.000"
"USEP","01-Sep-2024","38","189.56","0.00","6930.735","9.34","0.000"
"USEP","01-Sep-2024","39","189.58","0.00","6999.728","1.61","0.000"
