"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","SOLAR(MW)","TCL(MW)"
"USEP","01-Apr-2024","1","199.57","0.00","6361.163","0.00","0.000"
"USEP","01-Apr-2024","2","148.55","0.00","6222.788","0.00","0.000"
"USEP","01-Apr-2024","3","136.10","0.00","6101.629","0.00","0.000"
"USEP","01-Apr-2024","4","126.82","0.00","5989.362","0.00","0.000"
"USEP","01-Apr-2024","5","123.60","0.00","5922.804","0.00","0.000"
"USEP","01-Apr-2024","6","121.72","0.00","5846.514","0.00","0.000"
"USEP","01-Apr-2024","7","113.67","0.00","5798.931","0.00","0.000"
"USEP","01-Apr-2024","8","113.67","0.00","5767.650","0.00","0.000"
"USEP","01-Apr-2024","9","113.66","0.00","5771.611","0.00","0.000"
"USEP","01-Apr-2024","10","113.67","0.00","5781.174","0.00","0.000"
"USEP","01-Apr-2024","11","120.83","0.00","5875.633","0.00","0.000"
"USEP","01-Apr-2024","12","126.36","0.00","6021.085","0.00","0.000"
"USEP","01-Apr-2024","13","133.32","0.00","6198.440","0.00","0.000"
"USEP","01-Apr-2024","14","141.91","0.00","6348.847","0.00","0.000"
"USEP","01-Apr-2024","15","203.57","0.00","6534.476","3.98","0.000"
"USEP","01-Apr-2024","16","406.00","0.00","6791.341","10.07","0.000"
"USEP","01-Apr-2024","17","593.50","0.00","7044.871","21.10","0.000"
"USEP","01-Apr-2024","18","802.42","0.00","7144.648","72.68","0.000"
"USEP","01-Apr-2024","19","601.76","3128.69","7162.410","146.25","11.000"
"USEP","01-Apr-2024","20","601.77","2850.92","7154.025","228.36","11.000"
"USEP","01-Apr-2024","21","669.39","4500.00","7172.334","268.52","12.000"
"USEP","01-Apr-2024","22","597.28","436.29","7088.679","384.64","12.000"
"USEP","01-Apr-2024","23","546.57","0.00","7036.064","445.55","0.000"
"USEP","01-Apr-2024","24","550.53","0.00","7020.841","438.18","0.000"
"USEP","01-Apr-2024","25","599.45","0.00","7043.802","398.70","0.000"
"USEP","01-Apr-2024","26","599.06","0.00","7014.444","424.88","0.000"
"USEP","01-Apr-2024","27","953.02","0.00","7136.100","374.36","0.000"
"USEP","01-Apr-2024","28","2005.69","0.00","7234.064","354.32","0.000"
"USEP","01-Apr-2024","29","1153.34","0.00","7205.043","394.41","6.000"
"USEP","01-Apr-2024","30","911.16","4500.00","7234.047","336.84","11.000"
"USEP","01-Apr-2024","31","2006.08","4500.00","7335.102","270.88","11.000"
"USEP","01-Apr-2024","32","1253.88","4500.00","7334.051","269.76","11.500"
"USEP","01-Apr-2024","33","3105.44","0.00","7385.764","227.27","11.500"
"USEP","01-Apr-2024","34","3107.04","4500.00","7409.774","136.97","11.500"
"USEP","01-Apr-2024","35","1003.13","3404.24","7307.814","135.62","6.500"
"USEP","01-Apr-2024","36","564.60","3439.35","7169.057","140.12","6.500"
"USEP","01-Apr-2024","37","546.60","117.29","7115.896","92.36","6.700"
"USEP","01-Apr-2024","38","564.60","0.00","7147.890","43.35","6.500"
"USEP","01-Apr-2024","39","564.60","27.59","7187.172","4.44","6.500"
"USEP","01-Apr-2024","40","564.60","1091.65","7211.004","0.00","6.500"
"USEP","01-Apr-2024","41","543.06","4500.00","7224.552","0.00","6.500"
"USEP","01-Apr-2024","42","543.11","4500.00","7216.724","0.00","6.500"
"USEP","01-Apr-2024","43","564.60","0.00","7155.194","0.00","6.700"
"USEP","01-Apr-2024","44","564.60","0.00","7038.071","0.00","6.700"
"USEP","01-Apr-2024","45","457.49","0.00","6892.664","0.00","0.000"
"USEP","01-Apr-2024","46","310.96","0.00","6752.138","0.00","0.000"
"USEP","01-Apr-2024","47","201.99","0.00","6620.800","0.00","0.000"
"USEP","01-Apr-2024","48","205.61","0.00","6415.281","0.00","0.000"
"USEP","02-Apr-2024","1","136.46","0.00","6211.426","0.00","0.000"
"USEP","02-Apr-2024","2","132.78","0.00","6088.702","0.00","0.000"
"USEP","02-Apr-2024","3","132.78","0.00","6074.354","0.00","0.000"
"USEP","02-Apr-2024","4","132.77","0.00","6007.348","0.00","0.000"
"USEP","02-Apr-2024","5","129.73","0.00","5946.048","0.00","0.000"
"USEP","02-Apr-2024","6","126.76","0.00","5885.583","0.00","0.000"
"USEP","02-Apr-2024","7","121.71","0.00","5843.045","0.00","0.000"
"USEP","02-Apr-2024","8","123.82","0.00","5826.580","0.00","0.000"
"USEP","02-Apr-2024","9","123.82","0.00","5832.936","0.00","0.000"
"USEP","02-Apr-2024","10","129.73","0.00","5864.352","0.00","0.000"
"USEP","02-Apr-2024","11","129.73","0.00","5954.174","0.00","0.000"
"USEP","02-Apr-2024","12","136.82","0.00","6110.595","0.00","0.000"
"USEP","02-Apr-2024","13","171.93","0.00","6288.556","0.00","0.000"
"USEP","02-Apr-2024","14","253.62","0.00","6445.494","0.00","0.000"
"USEP","02-Apr-2024","15","305.86","0.00","6632.028","3.40","0.000"
"USEP","02-Apr-2024","16","564.60","0.00","6863.928","10.51","0.000"
"USEP","02-Apr-2024","17","564.54","0.00","7065.849","35.33","0.000"
"USEP","02-Apr-2024","18","564.60","0.00","7161.815","95.13","0.000"
"USEP","02-Apr-2024","19","564.60","0.00","7190.088","161.63","8.400"
"USEP","02-Apr-2024","20","564.53","3.13","7162.162","264.94","8.400"
"USEP","02-Apr-2024","21","547.66","1027.06","7130.751","354.80","9.400"
"USEP","02-Apr-2024","22","551.26","4500.00","7131.352","394.72","9.400"
"USEP","02-Apr-2024","23","562.87","0.00","7073.771","488.77","0.000"
"USEP","02-Apr-2024","24","532.90","0.00","7019.056","520.57","0.000"
"USEP","02-Apr-2024","25","360.34","0.00","6912.003","591.11","0.000"
"USEP","02-Apr-2024","26","325.22","0.00","6891.258","610.15","0.000"
"USEP","02-Apr-2024","27","325.18","0.00","6911.257","630.34","0.000"
"USEP","02-Apr-2024","28","550.09","0.00","7053.643","560.18","0.000"
"USEP","02-Apr-2024","29","457.70","0.00","7024.727","573.85","0.000"
"USEP","02-Apr-2024","30","325.22","0.00","6941.027","614.53","0.000"
"USEP","02-Apr-2024","31","447.85","0.00","6991.274","589.58","0.000"
"USEP","02-Apr-2024","32","562.54","0.00","7191.953","457.45","0.000"
"USEP","02-Apr-2024","33","532.92","0.00","7257.850","402.08","0.000"
"USEP","02-Apr-2024","34","477.30","0.00","7231.032","392.16","0.000"
"USEP","02-Apr-2024","35","457.66","0.00","7260.350","289.81","0.000"
"USEP","02-Apr-2024","36","457.54","40.40","7219.083","204.62","6.000"
"USEP","02-Apr-2024","37","678.67","4500.00","7234.589","95.01","6.000"
"USEP","02-Apr-2024","38","810.51","4500.00","7251.487","48.66","6.000"
"USEP","02-Apr-2024","39","878.97","4500.00","7290.453","3.41","6.700"
"USEP","02-Apr-2024","40","3074.27","0.00","7299.304","0.00","6.700"
"USEP","02-Apr-2024","41","3074.55","0.00","7311.099","0.00","6.500"
"USEP","02-Apr-2024","42","3074.40","171.39","7305.856","0.00","6.500"
"USEP","02-Apr-2024","43","660.39","0.00","7268.258","0.00","6.500"
"USEP","02-Apr-2024","44","601.64","0.00","7158.083","0.00","6.500"
"USEP","02-Apr-2024","45","601.66","0.00","7024.475","0.00","6.500"
"USEP","02-Apr-2024","46","378.31","0.00","6917.166","0.00","0.000"
"USEP","02-Apr-2024","47","325.04","0.00","6786.759","0.00","0.000"
"USEP","02-Apr-2024","48","200.67","0.00","6617.103","0.00","0.000"
"USEP","03-Apr-2024","1","310.42","0.00","6433.953","0.00","0.000"
"USEP","03-Apr-2024","2","165.87","0.00","6274.670","0.00","0.000"
"USEP","03-Apr-2024","3","135.96","0.00","6197.570","0.00","0.000"
"USEP","03-Apr-2024","4","135.86","0.00","6148.173","0.00","0.000"
"USEP","03-Apr-2024","5","133.16","0.00","6079.229","0.00","0.000"
"USEP","03-Apr-2024","6","130.24","0.00","6016.046","0.00","0.000"
"USEP","03-Apr-2024","7","129.74","0.00","5979.596","0.00","0.000"
"USEP","03-Apr-2024","8","128.26","0.00","5950.188","0.00","0.000"
"USEP","03-Apr-2024","9","132.78","0.00","5956.550","0.00","0.000"
"USEP","03-Apr-2024","10","135.83","0.00","5991.559","0.00","0.000"
"USEP","03-Apr-2024","11","144.61","0.00","6075.835","0.00","0.000"
"USEP","03-Apr-2024","12","248.16","0.00","6228.876","0.00","0.000"
"USEP","03-Apr-2024","13","324.66","0.00","6402.066","0.00","0.000"
"USEP","03-Apr-2024","14","427.14","0.00","6556.141","0.00","0.000"
"USEP","03-Apr-2024","15","401.33","0.00","6736.015","4.93","0.000"
"USEP","03-Apr-2024","16","564.60","0.00","6986.225","10.84","0.000"
"USEP","03-Apr-2024","17","564.60","0.00","7182.584","30.44","0.000"
"USEP","03-Apr-2024","18","564.60","0.00","7261.811","98.11","0.000"
"USEP","03-Apr-2024","19","531.11","0.00","7267.343","184.42","0.000"
"USEP","03-Apr-2024","20","501.68","0.00","7267.544","259.44","6.200"
"USEP","03-Apr-2024","21","531.08","0.00","7278.545","301.70","6.700"
"USEP","03-Apr-2024","22","531.11","29.31","7268.128","340.39","6.700"
"USEP","03-Apr-2024","23","385.95","0.00","7161.288","449.51","0.000"
"USEP","03-Apr-2024","24","524.22","0.00","7131.100","452.40","0.000"
"USEP","03-Apr-2024","25","384.71","0.00","7068.180","470.71","0.000"
"USEP","03-Apr-2024","26","531.12","0.00","7184.021","384.83","0.000"
"USEP","03-Apr-2024","27","564.60","0.00","7369.924","278.49","0.000"
"USEP","03-Apr-2024","28","564.60","0.00","7416.527","255.47","0.000"
"USEP","03-Apr-2024","29","448.59","0.00","7151.353","489.61","0.000"
"USEP","03-Apr-2024","30","325.06","0.00","7026.964","548.69","0.000"
"USEP","03-Apr-2024","31","530.93","0.00","7223.418","369.19","0.000"
"USEP","03-Apr-2024","32","531.02","37.28","7273.376","344.12","5.000"
"USEP","03-Apr-2024","33","564.60","4500.00","7410.084","179.66","11.100"
"USEP","03-Apr-2024","34","564.53","4500.00","7323.576","184.54","11.100"
"USEP","03-Apr-2024","35","450.02","73.90","7190.554","217.02","11.100"
"USEP","03-Apr-2024","36","389.31","824.44","7143.501","167.17","11.400"
"USEP","03-Apr-2024","37","525.85","819.06","7148.542","98.76","12.000"
"USEP","03-Apr-2024","38","531.00","22.31","7201.761","36.43","12.000"
"USEP","03-Apr-2024","39","531.34","4500.00","7236.116","2.55","6.700"
"USEP","03-Apr-2024","40","564.43","866.00","7239.380","0.00","6.800"
"USEP","03-Apr-2024","41","564.56","0.00","7245.404","0.00","6.800"
"USEP","03-Apr-2024","42","564.57","0.00","7221.036","0.00","6.800"
"USEP","03-Apr-2024","43","564.56","94.05","7162.306","0.00","6.800"
"USEP","03-Apr-2024","44","529.40","507.66","7059.647","0.00","6.600"
"USEP","03-Apr-2024","45","381.97","0.00","6931.202","0.00","0.000"
"USEP","03-Apr-2024","46","325.35","0.00","6807.026","0.00","0.000"
"USEP","03-Apr-2024","47","325.00","0.00","6683.586","0.00","0.000"
"USEP","03-Apr-2024","48","286.61","0.00","6546.872","0.00","0.000"
"USEP","04-Apr-2024","1","292.94","0.00","6395.152","0.00","0.000"
"USEP","04-Apr-2024","2","159.14","0.00","6261.355","0.00","0.000"
"USEP","04-Apr-2024","3","141.22","0.00","6152.875","0.00","0.000"
"USEP","04-Apr-2024","4","133.78","0.00","6084.900","0.00","0.000"
"USEP","04-Apr-2024","5","129.75","0.00","6016.364","0.00","0.000"
"USEP","04-Apr-2024","6","129.74","0.00","5962.146","0.00","0.000"
"USEP","04-Apr-2024","7","122.14","0.00","5927.381","0.00","0.000"
"USEP","04-Apr-2024","8","126.76","0.00","5918.032","0.00","0.000"
"USEP","04-Apr-2024","9","126.75","0.00","5919.136","0.00","0.000"
"USEP","04-Apr-2024","10","129.75","0.00","5962.688","0.00","0.000"
"USEP","04-Apr-2024","11","129.73","0.00","6032.427","0.00","0.000"
"USEP","04-Apr-2024","12","141.82","0.00","6172.874","0.00","0.000"
"USEP","04-Apr-2024","13","154.51","0.00","6343.847","0.00","0.000"
"USEP","04-Apr-2024","14","228.76","0.00","6500.357","0.00","0.000"
"USEP","04-Apr-2024","15","277.97","0.00","6671.151","5.40","0.000"
"USEP","04-Apr-2024","16","384.45","0.00","6913.971","9.99","0.000"
"USEP","04-Apr-2024","17","503.77","0.00","7127.104","15.68","0.000"
"USEP","04-Apr-2024","18","523.07","0.00","7198.823","78.22","7.100"
"USEP","04-Apr-2024","19","523.14","0.00","7226.263","126.42","7.100"
"USEP","04-Apr-2024","20","491.38","3586.75","7194.211","223.06","7.100"
"USEP","04-Apr-2024","21","399.71","1893.64","7134.959","355.87","7.100"
"USEP","04-Apr-2024","22","502.93","0.00","7096.951","444.81","0.000"
"USEP","04-Apr-2024","23","472.51","0.00","7063.667","487.66","0.000"
"USEP","04-Apr-2024","24","385.93","0.00","6998.794","521.73","0.000"
"USEP","04-Apr-2024","25","384.69","0.00","6962.940","494.24","0.000"
"USEP","04-Apr-2024","26","380.95","0.00","6916.843","532.78","0.000"
"USEP","04-Apr-2024","27","465.69","0.00","6998.898","497.69","0.000"
"USEP","04-Apr-2024","28","465.44","0.00","7012.347","552.06","0.000"
"USEP","04-Apr-2024","29","523.29","0.00","7188.866","435.52","0.000"
"USEP","04-Apr-2024","30","1139.32","0.00","7312.257","333.01","0.000"
"USEP","04-Apr-2024","31","1132.01","1298.46","7289.388","361.38","6.000"
"USEP","04-Apr-2024","32","3727.43","475.38","7564.996","101.31","13.300"
"USEP","04-Apr-2024","33","3320.28","4500.00","7511.111","112.15","13.300"
"USEP","04-Apr-2024","34","3076.51","23.72","7393.107","143.73","13.500"
"USEP","04-Apr-2024","35","534.69","3699.73","7235.855","170.06","13.800"
"USEP","04-Apr-2024","36","523.19","0.00","7158.363","124.90","13.700"
"USEP","04-Apr-2024","37","523.21","0.00","7126.808","72.80","13.700"
"USEP","04-Apr-2024","38","523.22","0.00","7162.970","25.52","13.700"
"USEP","04-Apr-2024","39","564.60","1392.73","7206.020","1.51","13.800"
"USEP","04-Apr-2024","40","564.60","1522.35","7227.947","0.00","13.800"
"USEP","04-Apr-2024","41","564.60","3611.41","7200.560","0.00","15.800"
"USEP","04-Apr-2024","42","564.60","1200.17","7168.340","0.00","15.800"
"USEP","04-Apr-2024","43","523.33","0.00","7103.083","0.00","6.800"
"USEP","04-Apr-2024","44","452.61","897.94","6969.763","0.00","6.800"
"USEP","04-Apr-2024","45","384.57","0.00","6826.409","0.00","0.000"
"USEP","04-Apr-2024","46","338.36","0.00","6699.640","0.00","0.000"
"USEP","04-Apr-2024","47","325.00","0.00","6570.141","0.00","0.000"
"USEP","04-Apr-2024","48","260.12","0.00","6391.559","0.00","0.000"
"USEP","05-Apr-2024","1","166.81","0.00","6192.734","0.00","0.000"
"USEP","05-Apr-2024","2","129.78","0.00","6069.806","0.00","0.000"
"USEP","05-Apr-2024","3","130.86","0.00","6016.399","0.00","0.000"
"USEP","05-Apr-2024","4","125.09","0.00","5942.266","0.00","0.000"
"USEP","05-Apr-2024","5","117.07","0.00","5876.916","0.00","0.000"
"USEP","05-Apr-2024","6","112.00","0.00","5817.882","0.00","0.000"
"USEP","05-Apr-2024","7","111.45","0.00","5781.551","0.00","0.000"
"USEP","05-Apr-2024","8","111.44","0.00","5762.730","0.00","0.000"
"USEP","05-Apr-2024","9","111.68","0.00","5775.051","0.00","0.000"
"USEP","05-Apr-2024","10","112.15","0.00","5816.595","0.00","0.000"
"USEP","05-Apr-2024","11","112.03","0.00","5889.748","0.00","0.000"
"USEP","05-Apr-2024","12","129.76","0.00","6034.867","0.00","0.000"
"USEP","05-Apr-2024","13","129.77","0.00","6201.516","0.00","0.000"
"USEP","05-Apr-2024","14","167.03","0.00","6355.328","0.00","0.000"
"USEP","05-Apr-2024","15","296.62","0.00","6534.611","5.58","0.000"
"USEP","05-Apr-2024","16","410.24","0.00","6791.540","11.36","0.000"
"USEP","05-Apr-2024","17","490.40","0.00","7006.199","22.26","0.000"
"USEP","05-Apr-2024","18","490.45","0.00","7064.611","104.68","0.000"
"USEP","05-Apr-2024","19","490.42","0.00","7120.146","157.55","0.000"
"USEP","05-Apr-2024","20","490.44","0.00","7198.787","199.88","0.000"
"USEP","05-Apr-2024","21","490.54","6.78","7231.719","246.52","10.500"
"USEP","05-Apr-2024","22","454.30","4500.00","7196.969","300.20","10.500"
