"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","SOLAR(MW)","TCL(MW)"
"USEP","01-Feb-2023","1","106.56","0.00","5518.613","-","0.000"
"USEP","01-Feb-2023","2","106.34","0.00","5417.404","-","0.000"
"USEP","01-Feb-2023","3","103.71","0.00","5347.884","-","0.000"
"USEP","01-Feb-2023","4","95.42","0.00","5282.951","-","0.000"
"USEP","01-Feb-2023","5","90.73","0.00","5243.027","-","0.000"
"USEP","01-Feb-2023","6","86.13","0.00","5199.614","-","0.000"
"USEP","01-Feb-2023","7","82.82","0.00","5165.495","-","0.000"
"USEP","01-Feb-2023","8","80.45","0.00","5135.988","-","0.000"
"USEP","01-Feb-2023","9","79.95","0.00","5118.548","-","0.000"
"USEP","01-Feb-2023","10","82.24","0.00","5139.248","-","0.000"
"USEP","01-Feb-2023","11","86.23","0.00","5221.472","-","0.000"
"USEP","01-Feb-2023","12","106.45","0.00","5386.680","-","0.000"
"USEP","01-Feb-2023","13","106.67","0.00","5565.640","-","0.000"
"USEP","01-Feb-2023","14","113.21","0.00","5753.108","-","0.000"
"USEP","01-Feb-2023","15","114.45","0.00","5954.825","-","0.000"
"USEP","01-Feb-2023","16","126.50","0.00","6197.510","-","0.000"
"USEP","01-Feb-2023","17","150.59","0.00","6390.684","-","0.000"
"USEP","01-Feb-2023","18","207.59","0.00","6524.069","-","0.000"
"USEP","01-Feb-2023","19","201.56","0.00","6566.051","-","0.000"
"USEP","01-Feb-2023","20","201.57","0.00","6593.167","-","0.000"
"USEP","01-Feb-2023","21","201.55","0.00","6605.443","-","0.000"
"USEP","01-Feb-2023","22","201.53","0.00","6608.266","-","0.000"
"USEP","01-Feb-2023","23","201.56","0.00","6609.683","-","0.000"
"USEP","01-Feb-2023","24","201.54","0.00","6593.495","-","0.000"
"USEP","01-Feb-2023","25","186.74","0.00","6552.100","-","0.000"
"USEP","01-Feb-2023","26","170.94","0.00","6527.509","-","0.000"
"USEP","01-Feb-2023","27","201.03","0.00","6555.708","-","0.000"
"USEP","01-Feb-2023","28","201.54","0.00","6591.199","-","0.000"
"USEP","01-Feb-2023","29","201.62","0.00","6600.240","-","0.000"
"USEP","01-Feb-2023","30","201.60","0.00","6606.069","-","0.000"
"USEP","01-Feb-2023","31","207.81","0.00","6659.512","-","0.000"
