"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","SOLAR(MW)","TCL(MW)"
"USEP","01-Jun-2023","1","570.28","0.00","6431.617","-","0.000"
"USEP","01-Jun-2023","2","548.75","0.00","6316.219","-","0.000"
"USEP","01-Jun-2023","3","508.41","0.00","6215.184","-","0.000"
"USEP","01-Jun-2023","4","487.04","0.00","6162.775","-","0.000"
"USEP","01-Jun-2023","5","477.40","0.00","6103.771","-","0.000"
"USEP","01-Jun-2023","6","456.46","0.00","6049.767","-","0.000"
"USEP","01-Jun-2023","7","426.07","0.00","6012.358","-","0.000"
"USEP","01-Jun-2023","8","404.20","0.00","5998.313","-","0.000"
"USEP","01-Jun-2023","9","395.59","0.00","5982.985","-","0.000"
"USEP","01-Jun-2023","10","416.39","0.00","5995.594","-","0.000"
"USEP","01-Jun-2023","11","416.43","0.00","6052.625","-","0.000"
"USEP","01-Jun-2023","12","456.53","0.00","6168.540","-","0.000"
"USEP","01-Jun-2023","13","446.77","0.00","6338.544","-","0.000"
"USEP","01-Jun-2023","14","456.45","0.00","6480.343","-","0.000"
"USEP","01-Jun-2023","15","353.33","0.00","6651.714","-","0.000"
"USEP","01-Jun-2023","16","394.50","0.00","6855.126","-","0.000"
"USEP","01-Jun-2023","17","445.39","0.00","7015.503","-","0.000"
"USEP","01-Jun-2023","18","455.51","0.00","7076.182","-","0.000"
"USEP","01-Jun-2023","19","402.53","0.00","7090.619","-","0.000"
"USEP","01-Jun-2023","20","402.53","0.00","7091.112","-","0.000"
"USEP","01-Jun-2023","21","394.14","0.00","7085.247","-","0.000"
"USEP","01-Jun-2023","22","404.30","0.00","7106.136","-","0.000"
"USEP","01-Jun-2023","23","445.47","0.00","7140.702","-","0.000"
"USEP","01-Jun-2023","24","434.28","0.00","7115.927","-","0.000"
"USEP","01-Jun-2023","25","353.48","0.00","7035.393","-","0.000"
"USEP","01-Jun-2023","26","322.23","0.00","6972.870","-","0.000"
"USEP","01-Jun-2023","27","353.47","2097.63","7037.413","-","12.000"
"USEP","01-Jun-2023","28","404.70","4500.00","7127.853","-","11.000"
"USEP","01-Jun-2023","29","474.55","0.00","7187.445","-","0.000"
"USEP","01-Jun-2023","30","434.26","0.00","7142.959","-","0.000"
"USEP","01-Jun-2023","31","383.48","0.00","7084.119","-","0.000"
"USEP","01-Jun-2023","32","383.50","1947.83","7086.120","-","11.000"
"USEP","01-Jun-2023","33","383.49","4.79","7067.915","-","11.000"
"USEP","01-Jun-2023","34","358.85","4500.00","7056.663","-","11.000"
"USEP","01-Jun-2023","35","333.38","2342.50","7009.428","-","11.000"
"USEP","01-Jun-2023","36","275.89","0.00","6929.770","-","0.000"
"USEP","01-Jun-2023","37","251.83","0.00","6868.868","-","0.000"
"USEP","01-Jun-2023","38","262.23","0.00","6898.718","-","0.000"
"USEP","01-Jun-2023","39","292.49","0.00","6918.523","-","0.000"
"USEP","01-Jun-2023","40","293.90","0.00","6919.592","-","0.000"
"USEP","01-Jun-2023","41","311.53","0.00","6918.136","-","0.000"
"USEP","01-Jun-2023","42","274.94","0.00","6881.984","-","0.000"
"USEP","01-Jun-2023","43","251.97","0.00","6818.149","-","0.000"
"USEP","01-Jun-2023","44","177.39","0.00","6679.501","-","0.000"
"USEP","01-Jun-2023","45","177.11","0.00","6542.120","-","0.000"
"USEP","01-Jun-2023","46","174.01","0.00","6423.939","-","0.000"
"USEP","01-Jun-2023","47","171.51","0.00","6293.511","-","0.000"
"USEP","01-Jun-2023","48","142.10","0.00","6156.692","-","0.000"
"USEP","02-Jun-2023","1","315.70","0.00","6021.433","-","0.000"
"USEP","02-Jun-2023","2","219.88","0.00","5915.826","-","0.000"
"USEP","02-Jun-2023","3","260.51","0.00","5835.312","-","0.000"
"USEP","02-Jun-2023","4","254.44","0.00","5773.604","-","0.000"
"USEP","02-Jun-2023","5","260.48","0.00","5748.849","-","0.000"
"USEP","02-Jun-2023","6","249.46","0.00","5704.919","-","0.000"
"USEP","02-Jun-2023","7","191.33","0.00","5645.085","-","0.000"
"USEP","02-Jun-2023","8","174.20","0.00","5605.489","-","0.000"
"USEP","02-Jun-2023","9","133.57","0.00","5576.216","-","0.000"
"USEP","02-Jun-2023","10","133.58","0.00","5574.824","-","0.000"
"USEP","02-Jun-2023","11","122.02","0.00","5571.971","-","0.000"
"USEP","02-Jun-2023","12","123.20","0.00","5616.592","-","0.000"
"USEP","02-Jun-2023","13","110.58","0.00","5662.361","-","0.000"
"USEP","02-Jun-2023","14","108.70","0.00","5673.787","-","0.000"
"USEP","02-Jun-2023","15","95.08","0.00","5671.108","-","0.000"
"USEP","02-Jun-2023","16","108.56","0.00","5733.889","-","0.000"
"USEP","02-Jun-2023","17","110.62","0.00","5836.057","-","0.000"
"USEP","02-Jun-2023","18","113.23","0.00","5886.160","-","0.000"
"USEP","02-Jun-2023","19","110.79","0.00","5934.165","-","0.000"
"USEP","02-Jun-2023","20","110.79","0.00","5992.453","-","0.000"
"USEP","02-Jun-2023","21","112.15","0.00","6045.672","-","0.000"
"USEP","02-Jun-2023","22","113.23","0.00","6080.432","-","0.000"
"USEP","02-Jun-2023","23","116.65","0.00","6117.707","-","0.000"
"USEP","02-Jun-2023","24","113.24","0.00","6091.466","-","0.000"
"USEP","02-Jun-2023","25","110.74","0.00","6013.337","-","0.000"
"USEP","02-Jun-2023","26","110.59","0.00","5971.122","-","0.000"
"USEP","02-Jun-2023","27","110.80","0.00","6025.404","-","0.000"
"USEP","02-Jun-2023","28","121.69","0.00","6109.780","-","0.000"
"USEP","02-Jun-2023","29","128.37","0.00","6143.541","-","0.000"
"USEP","02-Jun-2023","30","139.41","0.00","6210.249","-","0.000"
"USEP","02-Jun-2023","31","174.00","0.00","6229.040","-","0.000"
"USEP","02-Jun-2023","32","139.42","0.00","6229.040","-","0.000"
"USEP","02-Jun-2023","33","136.71","0.00","6217.286","-","0.000"
"USEP","02-Jun-2023","34","174.03","0.00","6249.189","-","0.000"
"USEP","02-Jun-2023","35","175.50","0.00","6314.415","-","0.000"
"USEP","02-Jun-2023","36","223.23","0.00","6389.228","-","0.000"
"USEP","02-Jun-2023","37","332.48","0.00","6491.158","-","0.000"
"USEP","02-Jun-2023","38","408.48","0.00","6600.473","-","0.000"
"USEP","02-Jun-2023","39","333.27","0.00","6669.278","-","0.000"
"USEP","02-Jun-2023","40","340.29","0.00","6710.872","-","0.000"
"USEP","02-Jun-2023","41","353.69","0.00","6750.840","-","0.000"
"USEP","02-Jun-2023","42","353.72","0.00","6765.691","-","0.000"
"USEP","02-Jun-2023","43","467.28","0.00","6743.197","-","0.000"
"USEP","02-Jun-2023","44","426.09","0.00","6668.736","-","0.000"
"USEP","02-Jun-2023","45","456.44","0.00","6585.419","-","0.000"
"USEP","02-Jun-2023","46","420.59","0.00","6506.495","-","0.000"
"USEP","02-Jun-2023","47","383.38","0.00","6419.307","-","0.000"
"USEP","02-Jun-2023","48","326.96","0.00","6347.818","-","0.000"
"USEP","03-Jun-2023","1","395.55","0.00","6270.445","-","0.000"
"USEP","03-Jun-2023","2","319.20","0.00","6151.662","-","0.000"
"USEP","03-Jun-2023","3","318.79","0.00","6043.281","-","0.000"
"USEP","03-Jun-2023","4","315.69","0.00","5973.045","-","0.000"
"USEP","03-Jun-2023","5","313.15","0.00","5892.228","-","0.000"
"USEP","03-Jun-2023","6","262.55","0.00","5830.570","-","0.000"
"USEP","03-Jun-2023","7","180.11","0.00","5771.497","-","0.000"
"USEP","03-Jun-2023","8","180.39","0.00","5740.683","-","0.000"
"USEP","03-Jun-2023","9","176.94","0.00","5718.313","-","0.000"
"USEP","03-Jun-2023","10","175.13","0.00","5721.260","-","0.000"
"USEP","03-Jun-2023","11","175.13","0.00","5758.535","-","0.000"
"USEP","03-Jun-2023","12","180.38","0.00","5819.219","-","0.000"
"USEP","03-Jun-2023","13","175.13","0.00","5882.969","-","0.000"
"USEP","03-Jun-2023","14","174.26","0.00","5942.952","-","0.000"
"USEP","03-Jun-2023","15","173.98","0.00","6007.010","-","0.000"
"USEP","03-Jun-2023","16","173.99","0.00","6121.912","-","0.000"
"USEP","03-Jun-2023","17","214.51","0.00","6263.179","-","0.000"
"USEP","03-Jun-2023","18","316.03","0.00","6365.377","-","0.000"
"USEP","03-Jun-2023","19","281.76","0.00","6410.689","-","0.000"
"USEP","03-Jun-2023","20","302.41","0.00","6470.547","-","0.000"
"USEP","03-Jun-2023","21","312.20","0.00","6508.965","-","0.000"
"USEP","03-Jun-2023","22","312.19","0.00","6501.525","-","0.000"
"USEP","03-Jun-2023","23","312.18","0.00","6493.951","-","0.000"
"USEP","03-Jun-2023","24","313.45","0.00","6501.456","-","0.000"
"USEP","03-Jun-2023","25","313.64","0.00","6443.421","-","0.000"
"USEP","03-Jun-2023","26","316.02","0.00","6418.800","-","0.000"
"USEP","03-Jun-2023","27","339.88","0.00","6441.339","-","0.000"
"USEP","03-Jun-2023","28","434.99","0.00","6535.167","-","0.000"
"USEP","03-Jun-2023","29","467.17","0.00","6614.503","-","0.000"
"USEP","03-Jun-2023","30","467.20","0.00","6665.853","-","0.000"
"USEP","03-Jun-2023","31","456.49","0.00","6650.521","-","0.000"
"USEP","03-Jun-2023","32","456.38","0.00","6644.309","-","0.000"
"USEP","03-Jun-2023","33","395.54","0.00","6613.360","-","0.000"
"USEP","03-Jun-2023","34","349.72","0.00","6567.129","-","0.000"
"USEP","03-Jun-2023","35","339.75","0.00","6519.820","-","0.000"
"USEP","03-Jun-2023","36","322.46","0.00","6461.000","-","0.000"
"USEP","03-Jun-2023","37","322.40","0.00","6488.201","-","0.000"
"USEP","03-Jun-2023","38","340.08","0.00","6573.352","-","0.000"
"USEP","03-Jun-2023","39","322.79","0.00","6622.296","-","0.000"
"USEP","03-Jun-2023","40","332.95","0.00","6669.069","-","0.000"
"USEP","03-Jun-2023","41","340.14","0.00","6709.242","-","0.000"
"USEP","03-Jun-2023","42","342.77","0.00","6738.758","-","0.000"
"USEP","03-Jun-2023","43","456.66","0.00","6727.213","-","0.000"
"USEP","03-Jun-2023","44","393.29","0.00","6652.569","-","0.000"
"USEP","03-Jun-2023","45","383.40","0.00","6563.476","-","0.000"
"USEP","03-Jun-2023","46","329.21","0.00","6462.715","-","0.000"
"USEP","03-Jun-2023","47","329.21","0.00","6360.551","-","0.000"
"USEP","03-Jun-2023","48","175.39","0.00","6116.962","-","0.000"
"USEP","04-Jun-2023","1","130.92","0.00","5898.316","-","0.000"
"USEP","04-Jun-2023","2","125.85","0.00","5796.834","-","0.000"
"USEP","04-Jun-2023","3","173.96","0.00","5838.090","-","0.000"
"USEP","04-Jun-2023","4","133.66","0.00","5773.957","-","0.000"
"USEP","04-Jun-2023","5","132.74","0.00","5741.374","-","0.000"
"USEP","04-Jun-2023","6","124.43","0.00","5700.247","-","0.000"
"USEP","04-Jun-2023","7","124.25","0.00","5655.045","-","0.000"
"USEP","04-Jun-2023","8","124.34","0.00","5639.449","-","0.000"
"USEP","04-Jun-2023","9","123.08","0.00","5611.915","-","0.000"
"USEP","04-Jun-2023","10","115.71","0.00","5593.815","-","0.000"
"USEP","04-Jun-2023","11","110.56","0.00","5602.731","-","0.000"
"USEP","04-Jun-2023","12","115.72","0.00","5651.725","-","0.000"
"USEP","04-Jun-2023","13","110.51","0.00","5703.920","-","0.000"
"USEP","04-Jun-2023","14","110.51","0.00","5732.741","-","0.000"
"USEP","04-Jun-2023","15","107.95","0.00","5731.185","-","0.000"
"USEP","04-Jun-2023","16","110.40","0.00","5773.296","-","0.000"
"USEP","04-Jun-2023","17","110.39","0.00","5825.685","-","0.000"
"USEP","04-Jun-2023","18","110.57","0.00","5874.923","-","0.000"
"USEP","04-Jun-2023","19","110.50","0.00","5913.778","-","0.000"
"USEP","04-Jun-2023","20","110.69","0.00","5976.281","-","0.000"
"USEP","04-Jun-2023","21","114.83","0.00","6053.873","-","0.000"
"USEP","04-Jun-2023","22","118.39","0.00","6140.057","-","0.000"
"USEP","04-Jun-2023","23","118.43","0.00","6128.288","-","0.000"
"USEP","04-Jun-2023","24","117.10","0.00","6122.941","-","0.000"
"USEP","04-Jun-2023","25","110.80","0.00","6067.043","-","0.000"
"USEP","04-Jun-2023","26","110.36","0.00","6037.621","-","0.000"
"USEP","04-Jun-2023","27","110.67","0.00","6092.221","-","0.000"
"USEP","04-Jun-2023","28","110.68","0.00","6104.870","-","0.000"
"USEP","04-Jun-2023","29","122.16","0.00","6177.377","-","0.000"
"USEP","04-Jun-2023","30","171.84","0.00","6283.243","-","0.000"
"USEP","04-Jun-2023","31","174.12","0.00","6290.271","-","0.000"
"USEP","04-Jun-2023","32","129.64","0.00","6233.747","-","0.000"
"USEP","04-Jun-2023","33","137.38","0.00","6184.390","-","0.000"
"USEP","04-Jun-2023","34","174.05","0.00","6256.037","-","0.000"
"USEP","04-Jun-2023","35","139.62","0.00","6236.341","-","0.000"
"USEP","04-Jun-2023","36","140.66","0.00","6250.759","-","0.000"
"USEP","04-Jun-2023","37","139.88","0.00","6220.919","-","0.000"
"USEP","04-Jun-2023","38","174.06","0.00","6309.276","-","0.000"
"USEP","04-Jun-2023","39","228.85","0.00","6429.918","-","0.000"
"USEP","04-Jun-2023","40","292.27","0.00","6528.557","-","0.000"
"USEP","04-Jun-2023","41","312.24","0.00","6559.302","-","0.000"
"USEP","04-Jun-2023","42","312.20","0.00","6573.069","-","0.000"
