"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","SOLAR(MW)","TCL(MW)"
"USEP","01-Dec-2023","1","100.66","0.00","5641.462","-","0.000"
"USEP","01-Dec-2023","2","100.33","0.00","5536.669","-","0.000"
"USEP","01-Dec-2023","3","100.33","0.00","5490.071","-","0.000"
"USEP","01-Dec-2023","4","99.38","0.00","5424.507","-","0.000"
"USEP","01-Dec-2023","5","95.14","0.00","5371.894","-","0.000"
"USEP","01-Dec-2023","6","93.95","0.00","5327.263","-","0.000"
"USEP","01-Dec-2023","7","93.95","0.00","5296.748","-","0.000"
"USEP","01-Dec-2023","8","93.95","0.00","5284.402","-","0.000"
"USEP","01-Dec-2023","9","93.95","0.00","5287.638","-","0.000"
"USEP","01-Dec-2023","10","95.13","0.00","5329.177","-","0.000"
"USEP","01-Dec-2023","11","95.14","0.00","5398.951","-","0.000"
"USEP","01-Dec-2023","12","100.71","0.00","5528.628","-","0.000"
"USEP","01-Dec-2023","13","105.30","0.00","5714.004","-","0.000"
"USEP","01-Dec-2023","14","112.02","0.00","5904.882","-","0.000"
"USEP","01-Dec-2023","15","130.91","0.00","6084.110","-","0.000"
"USEP","01-Dec-2023","16","139.94","0.00","6259.357","-","0.000"
"USEP","01-Dec-2023","17","127.00","0.00","6406.519","-","0.000"
"USEP","01-Dec-2023","18","130.63","0.00","6479.220","-","0.000"
"USEP","01-Dec-2023","19","126.84","0.00","6531.549","-","0.000"
"USEP","01-Dec-2023","20","128.85","0.00","6566.667","-","0.000"
"USEP","01-Dec-2023","21","130.95","0.00","6618.181","-","0.000"
"USEP","01-Dec-2023","22","130.72","0.00","6632.778","-","0.000"
"USEP","01-Dec-2023","23","130.74","0.00","6632.226","-","0.000"
"USEP","01-Dec-2023","24","124.95","0.00","6556.429","-","0.000"
"USEP","01-Dec-2023","25","119.91","0.00","6476.953","-","0.000"
"USEP","01-Dec-2023","26","117.02","0.00","6463.003","-","0.000"
"USEP","01-Dec-2023","27","128.81","0.00","6586.467","-","0.000"
"USEP","01-Dec-2023","28","130.99","0.00","6649.368","-","0.000"
"USEP","01-Dec-2023","29","130.70","0.00","6618.748","-","0.000"
"USEP","01-Dec-2023","30","127.04","0.00","6590.076","-","0.000"
"USEP","01-Dec-2023","31","130.72","0.00","6621.054","-","0.000"
"USEP","01-Dec-2023","32","130.74","0.00","6630.949","-","0.000"
"USEP","01-Dec-2023","33","139.03","0.00","6703.049","-","0.000"
"USEP","01-Dec-2023","34","141.34","0.00","6842.224","-","0.000"
"USEP","01-Dec-2023","35","140.32","0.00","6832.050","-","0.000"
"USEP","01-Dec-2023","36","139.13","0.00","6809.536","-","0.000"
"USEP","01-Dec-2023","37","139.13","0.00","6776.804","-","0.000"
"USEP","01-Dec-2023","38","139.04","0.00","6746.671","-","0.000"
"USEP","01-Dec-2023","39","139.04","0.00","6701.468","-","0.000"
"USEP","01-Dec-2023","40","131.21","0.00","6668.090","-","0.000"
"USEP","01-Dec-2023","41","130.76","0.00","6637.828","-","0.000"
"USEP","01-Dec-2023","42","129.43","0.00","6589.102","-","0.000"
"USEP","01-Dec-2023","43","119.77","0.00","6489.110","-","0.000"
"USEP","01-Dec-2023","44","113.60","0.00","6352.202","-","0.000"
"USEP","01-Dec-2023","45","112.68","0.00","6205.935","-","0.000"
"USEP","01-Dec-2023","46","112.15","0.00","6090.700","-","0.000"
"USEP","01-Dec-2023","47","112.64","0.00","5996.678","-","0.000"
"USEP","01-Dec-2023","48","117.43","0.00","5970.943","-","0.000"
"USEP","02-Dec-2023","1","137.24","0.00","5917.829","-","0.000"
"USEP","02-Dec-2023","2","130.63","0.00","5771.442","-","0.000"
"USEP","02-Dec-2023","3","129.91","0.00","5599.525","-","0.000"
"USEP","02-Dec-2023","4","129.76","0.00","5543.816","-","0.000"
"USEP","02-Dec-2023","5","130.55","0.00","5494.126","-","0.000"
"USEP","02-Dec-2023","6","130.53","0.00","5428.651","-","0.000"
"USEP","02-Dec-2023","7","129.47","0.00","5357.541","-","0.000"
"USEP","02-Dec-2023","8","128.72","0.00","5327.254","-","0.000"
"USEP","02-Dec-2023","9","128.61","0.00","5321.116","-","0.000"
"USEP","02-Dec-2023","10","128.72","0.00","5331.692","-","0.000"
"USEP","02-Dec-2023","11","127.59","0.00","5364.857","-","0.000"
"USEP","02-Dec-2023","12","127.53","0.00","5436.777","-","0.000"
"USEP","02-Dec-2023","13","128.00","0.00","5524.523","-","0.000"
"USEP","02-Dec-2023","14","128.01","0.00","5594.123","-","0.000"
"USEP","02-Dec-2023","15","128.76","0.00","5654.896","-","0.000"
"USEP","02-Dec-2023","16","169.10","0.00","5752.671","-","0.000"
"USEP","02-Dec-2023","17","130.49","0.00","5868.914","-","0.000"
"USEP","02-Dec-2023","18","136.83","0.00","5965.973","-","0.000"
"USEP","02-Dec-2023","19","134.86","0.00","6011.006","-","0.000"
"USEP","02-Dec-2023","20","130.58","0.00","6040.334","-","0.000"
"USEP","02-Dec-2023","21","130.59","0.00","6070.756","-","0.000"
"USEP","02-Dec-2023","22","130.46","0.00","6032.213","-","0.000"
"USEP","02-Dec-2023","23","129.75","0.00","6018.595","-","0.000"
"USEP","02-Dec-2023","24","129.55","0.00","6009.301","-","0.000"
"USEP","02-Dec-2023","25","130.44","0.00","6041.706","-","0.000"
"USEP","02-Dec-2023","26","130.55","0.00","6048.022","-","0.000"
"USEP","02-Dec-2023","27","130.59","0.00","6040.826","-","0.000"
"USEP","02-Dec-2023","28","138.94","0.00","6098.001","-","0.000"
"USEP","02-Dec-2023","29","139.54","0.00","6106.032","-","0.000"
"USEP","02-Dec-2023","30","158.90","0.00","6184.315","-","0.000"
"USEP","02-Dec-2023","31","190.94","0.00","6204.836","-","0.000"
"USEP","02-Dec-2023","32","207.70","0.00","6249.099","-","0.000"
"USEP","02-Dec-2023","33","188.70","0.00","6205.134","-","0.000"
"USEP","02-Dec-2023","34","188.20","0.00","6192.023","-","0.000"
"USEP","02-Dec-2023","35","181.87","0.00","6251.062","-","0.000"
"USEP","02-Dec-2023","36","232.53","0.00","6313.078","-","0.000"
"USEP","02-Dec-2023","37","188.21","0.00","6349.055","-","0.000"
"USEP","02-Dec-2023","38","228.54","0.00","6401.235","-","0.000"
"USEP","02-Dec-2023","39","227.28","0.00","6415.693","-","0.000"
"USEP","02-Dec-2023","40","182.89","0.00","6425.151","-","0.000"
"USEP","02-Dec-2023","41","161.83","0.00","6443.958","-","0.000"
