"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","SOLAR(MW)","TCL(MW)"
"USEP","01-Jul-2023","1","169.59","0.00","6086.883","-","0.000"
"USEP","01-Jul-2023","2","173.34","0.00","5987.861","-","0.000"
"USEP","01-Jul-2023","3","199.25","0.00","5880.171","-","0.000"
"USEP","01-Jul-2023","4","175.81","0.00","5813.449","-","0.000"
"USEP","01-Jul-2023","5","175.80","0.00","5768.137","-","0.000"
"USEP","01-Jul-2023","6","161.77","0.00","5718.631","-","0.000"
"USEP","01-Jul-2023","7","142.81","0.00","5669.006","-","0.000"
"USEP","01-Jul-2023","8","131.75","0.00","5607.402","-","0.000"
"USEP","01-Jul-2023","9","117.59","0.00","5554.706","-","0.000"
"USEP","01-Jul-2023","10","117.42","0.00","5529.697","-","0.000"
"USEP","01-Jul-2023","11","117.47","0.00","5541.272","-","0.000"
"USEP","01-Jul-2023","12","117.57","0.00","5600.738","-","0.000"
"USEP","01-Jul-2023","13","126.44","0.00","5678.901","-","0.000"
"USEP","01-Jul-2023","14","136.78","0.00","5745.618","-","0.000"
"USEP","01-Jul-2023","15","131.71","0.00","5813.394","-","0.000"
"USEP","01-Jul-2023","16","142.93","0.00","5935.507","-","0.000"
"USEP","01-Jul-2023","17","160.13","0.00","6073.539","-","0.000"
"USEP","01-Jul-2023","18","173.29","0.00","6160.822","-","0.000"
"USEP","01-Jul-2023","19","145.36","0.00","6212.768","-","0.000"
"USEP","01-Jul-2023","20","143.04","0.00","6243.846","-","0.000"
"USEP","01-Jul-2023","21","167.76","0.00","6270.356","-","0.000"
"USEP","01-Jul-2023","22","143.07","0.00","6253.155","-","0.000"
"USEP","01-Jul-2023","23","149.05","0.00","6268.636","-","0.000"
"USEP","01-Jul-2023","24","173.50","0.00","6294.848","-","0.000"
"USEP","01-Jul-2023","25","173.55","0.00","6270.629","-","0.000"
"USEP","01-Jul-2023","26","143.06","0.00","6201.004","-","0.000"
"USEP","01-Jul-2023","27","142.95","0.00","6154.684","-","0.000"
"USEP","01-Jul-2023","28","142.92","0.00","6170.996","-","0.000"
"USEP","01-Jul-2023","29","197.93","0.00","6254.680","-","0.000"
